MNC_Id	Spruce_contig_dir8_Name
MNC5691373	Contig4354
MNC5691374	Contig4355
MNC5691375	Contig4356
MNC5691376	Contig4357
MNC5691378	Contig4359
MNC5691381	Contig4362
MNC5691382	Contig4363
MNC5691384	Contig4365
MNC5691389	Contig4370
MNC5691390	Contig4371
MNC5691391	Contig4372
MNC5691392	Contig4373
MNC5691393	Contig4374
MNC5691396	Contig4377
MNC5691398	Contig4379
MNC5691399	Contig4380
MNC5691401	Contig4382
MNC5691403	Contig4384
MNC5691408	Contig4389
MNC5691409	Contig4390
MNC5691411	Contig4392
MNC5691412	Contig4393
MNC5691413	Contig4394
MNC5691414	Contig4395
MNC5691414	Contig4395
MNC5691416	Contig4397
MNC5691417	Contig4398
MNC5691419	Contig4400
MNC5691421	Contig4402
MNC5691423	Contig4404
MNC5691423	Contig4404
MNC5691424	Contig4405
MNC5691424	Contig4405
MNC5691428	Contig4409
MNC5691429	Contig4410
MNC5691430	Contig4411
MNC5691431	Contig4412
MNC5691433	Contig4414
MNC5691435	Contig4416
MNC5691436	Contig4417
MNC5691438	Contig4419
MNC5691439	Contig4420
MNC5691444	Contig4425
MNC5691444	Contig4425
MNC5691446	Contig4427
MNC5691451	Contig4432
MNC5691452	Contig4433
MNC5691453	Contig4434
MNC5691455	Contig4436
MNC5691457	Contig4438
MNC5691458	Contig4439
MNC5691459	Contig4440
MNC5691463	Contig4444
MNC5691464	Contig4445
MNC5691465	Contig4446
MNC5691465	Contig4446
MNC5691467	Contig4448
MNC5691468	Contig4449
MNC5691469	Contig4450
MNC5691470	Contig4451
MNC5691471	Contig4452
MNC5691472	Contig4453
MNC5691473	Contig4454
MNC5691475	Contig4456
MNC5691476	Contig4457
MNC5691478	Contig4459
MNC5691479	Contig4460
MNC5691480	Contig4461
MNC5691481	Contig4462
MNC5691484	Contig4465
MNC5691485	Contig4466
MNC5691487	Contig4468
MNC5691488	Contig4469
MNC5691488	Contig4469
MNC5691489	Contig4470
MNC5691491	Contig4472
MNC5691492	Contig4473
MNC5691493	Contig4474
MNC5691494	Contig4475
MNC5691496	Contig4477
MNC5691497	Contig4478
MNC5691497	Contig4478
MNC5691499	Contig4480
MNC5691502	Contig4483
MNC5691503	Contig4484
MNC5691504	Contig4485
MNC5691505	Contig4486
MNC5691506	Contig4487
MNC5691507	Contig4488
MNC5691508	Contig4489
MNC5691509	Contig4490
MNC5691513	Contig4494
MNC5691515	Contig4496
MNC5691516	Contig4497
MNC5691520	Contig4501
MNC5691521	Contig4502
MNC5691523	Contig4504
MNC5691523	Contig4504
MNC5691528	Contig4509
MNC5691529	Contig4510
MNC5691530	Contig4511
MNC5691531	Contig4512
MNC5691532	Contig4513
MNC5691533	Contig4514
MNC5691533	Contig4514
MNC5691535	Contig4516
MNC5691536	Contig4517
MNC5691537	Contig4518
MNC5691538	Contig4519
MNC5691542	Contig4523
MNC5691544	Contig4525
MNC5691547	Contig4528
MNC5691548	Contig4529
MNC5691549	Contig4530
MNC5691550	Contig4531
MNC5691552	Contig4533
MNC5691553	Contig4534
MNC5691554	Contig4535
MNC5691558	Contig4539
MNC5691560	Contig4541
MNC5691565	Contig4546
MNC5691566	Contig4547
MNC5691568	Contig4549
MNC5691570	Contig4551
MNC5691571	Contig4552
MNC5691572	Contig4553
MNC5691573	Contig4554
MNC5691574	Contig4555
MNC5691576	Contig4557
MNC5691578	Contig4559
MNC5691583	Contig4564
MNC5691584	Contig4565
MNC5691587	Contig4568
MNC5691588	Contig4569
MNC5691589	Contig4570
MNC5691591	Contig4572
MNC5691593	Contig4574
MNC5691594	Contig4575
MNC5691596	Contig4577
MNC5691597	Contig4578
MNC5691598	Contig4579
MNC5691599	Contig4580
MNC5691601	Contig4582
MNC5691602	Contig4583
MNC5691603	Contig4584
MNC5691604	Contig4585
MNC5691606	Contig4587
MNC5691607	Contig4588
MNC5691609	Contig4590
MNC5691610	Contig4591
MNC5691612	Contig4593
MNC5691613	Contig4594
MNC5691614	Contig4595
MNC5691615	Contig4596
MNC5691616	Contig4597
MNC5691617	Contig4598
MNC5691619	Contig4600
MNC5691620	Contig4601
MNC5691622	Contig4603
MNC5691623	Contig4604
MNC5691624	Contig4605
MNC5691626	Contig4607
MNC5691627	Contig4608
MNC5691629	Contig4610
MNC5691631	Contig4612
MNC5691632	Contig4613
MNC5691633	Contig4614
MNC5691634	Contig4615
MNC5691635	Contig4616
MNC5691637	Contig4618
MNC5691639	Contig4620
MNC5691640	Contig4621
MNC5691641	Contig4622
MNC5691641	Contig4622
MNC5691642	Contig4623
MNC5691642	Contig4623
MNC5691643	Contig4624
MNC5691643	Contig4624
MNC5691644	Contig4625
MNC5691645	Contig4626
MNC5691647	Contig4628
MNC5691648	Contig4629
MNC5691648	Contig4629
MNC5691649	Contig4630
MNC5691650	Contig4631
MNC5691652	Contig4633
MNC5691652	Contig4633
MNC5691655	Contig4636
MNC5691656	Contig4637
MNC5691658	Contig4639
MNC5691658	Contig4639
MNC5691659	Contig4640
MNC5691662	Contig4643
MNC5691663	Contig4644
MNC5691664	Contig4645
MNC5691665	Contig4646
MNC5691666	Contig4647
MNC5691667	Contig4648
MNC5691668	Contig4649
MNC5691669	Contig4650
MNC5691670	Contig4651
MNC5691672	Contig4653
MNC5691673	Contig4654
MNC5691675	Contig4656
MNC5691676	Contig4657
MNC5691677	Contig4658
MNC5691678	Contig4659
MNC5691679	Contig4660
MNC5691680	Contig4661
MNC5691681	Contig4662
MNC5691682	Contig4663
MNC5691683	Contig4664
MNC5691685	Contig4666
MNC5691688	Contig4669
MNC5691690	Contig4671
MNC5691692	Contig4673
MNC5691694	Contig4675
MNC5691695	Contig4676
MNC5691697	Contig4678
MNC5691699	Contig4680
MNC5691700	Contig4681
MNC5691701	Contig4682
MNC5691702	Contig4683
MNC5691703	Contig4684
MNC5691703	Contig4684
MNC5691704	Contig4685
MNC5691707	Contig4688
MNC5691711	Contig4692
MNC5691712	Contig4693
MNC5691713	Contig4694
MNC5691714	Contig4695
MNC5691715	Contig4696
MNC5691718	Contig4699
MNC5691719	Contig4700
MNC5691720	Contig4701
MNC5691721	Contig4702
MNC5691722	Contig4703
MNC5691723	Contig4704
MNC5691724	Contig4705
MNC5691725	Contig4706
MNC5691726	Contig4707
MNC5691726	Contig4707
MNC5691728	Contig4709
MNC5691729	Contig4710
MNC5691731	Contig4712
MNC5691732	Contig4713
MNC5691733	Contig4714
MNC5691734	Contig4715
MNC5691735	Contig4716
MNC5691736	Contig4717
MNC5691737	Contig4718
MNC5691738	Contig4719
MNC5691741	Contig4722
MNC5691742	Contig4723
MNC5691743	Contig4724
MNC5691744	Contig4725
MNC5691745	Contig4726
MNC5691746	Contig4727
MNC5691748	Contig4729
MNC5691750	Contig4731
MNC5691753	Contig4734
MNC5691754	Contig4735
MNC5691756	Contig4737
MNC5691756	Contig4737
MNC5691757	Contig4738
MNC5691758	Contig4739
MNC5691759	Contig4740
MNC5691761	Contig4742
MNC5691763	Contig4744
MNC5691764	Contig4745
MNC5691765	Contig4746
MNC5691767	Contig4748
MNC5691774	Contig4755
MNC5691775	Contig4756
MNC5691776	Contig4757
MNC5691778	Contig4759
MNC5691779	Contig4760
MNC5691780	Contig4761
MNC5691781	Contig4762
MNC5691782	Contig4763
MNC5691783	Contig4764
MNC5691784	Contig4765
MNC5691785	Contig4766
MNC5691786	Contig4767
MNC5691789	Contig4770
MNC5691790	Contig4771
MNC5691790	Contig4771
MNC5691791	Contig4772
MNC5691792	Contig4773
MNC5691793	Contig4774
MNC5691794	Contig4775
MNC5691795	Contig4776
MNC5691795	Contig4776
MNC5691796	Contig4777
MNC5691797	Contig4778
MNC5691798	Contig4779
MNC5691800	Contig4781
MNC5691802	Contig4783
MNC5691803	Contig4784
MNC5691805	Contig4786
MNC5691806	Contig4787
MNC5691809	Contig4790
MNC5691810	Contig4791
MNC5691811	Contig4792
MNC5691812	Contig4793
MNC5691813	Contig4794
MNC5691815	Contig4796
MNC5691817	Contig4798
MNC5691818	Contig4799
MNC5691819	Contig4800
MNC5691820	Contig4801
MNC5691821	Contig4802
MNC5691821	Contig4802
MNC5691822	Contig4803
MNC5691824	Contig4805
MNC5691825	Contig4806
MNC5691826	Contig4807
MNC5691827	Contig4808
MNC5691830	Contig4811
MNC5691831	Contig4812
MNC5691831	Contig4812
MNC5691832	Contig4813
MNC5691833	Contig4814
MNC5691835	Contig4816
MNC5691836	Contig4817
MNC5691837	Contig4818
MNC5691838	Contig4819
MNC5691839	Contig4820
MNC5691840	Contig4821
MNC5691841	Contig4822
MNC5691843	Contig4824
MNC5691844	Contig4825
MNC5691845	Contig4826
MNC5691848	Contig4829
MNC5691849	Contig4830
MNC5691849	Contig4830
MNC5691850	Contig4831
MNC5691851	Contig4832
MNC5691852	Contig4833
MNC5691856	Contig4837
MNC5691857	Contig4838
MNC5691858	Contig4839
MNC5691860	Contig4841
MNC5691861	Contig4842
MNC5691862	Contig4843
MNC5691864	Contig4845
MNC5691867	Contig4848
MNC5691867	Contig4848
MNC5691868	Contig4849
MNC5691869	Contig4850
MNC5691871	Contig4852
MNC5691872	Contig4853
MNC5691873	Contig4854
MNC5691874	Contig4855
MNC5691874	Contig4855
MNC5691876	Contig4857
MNC5691877	Contig4858
MNC5691878	Contig4859
MNC5691879	Contig4860
MNC5691880	Contig4861
MNC5691881	Contig4862
MNC5691882	Contig4863
MNC5691883	Contig4864
MNC5691883	Contig4864
MNC5691884	Contig4865
MNC5691885	Contig4866
MNC5691886	Contig4867
MNC5691887	Contig4868
MNC5691888	Contig4869
MNC5691889	Contig4870
MNC5691890	Contig4871
MNC5691892	Contig4873
MNC5691894	Contig4875
MNC5691895	Contig4876
MNC5691898	Contig4879
MNC5691899	Contig4880
MNC5691899	Contig4880
MNC5691901	Contig4882
MNC5691902	Contig4883
MNC5691904	Contig4885
MNC5691904	Contig4885
MNC5691905	Contig4886
MNC5691907	Contig4888
MNC5691909	Contig4890
MNC5691910	Contig4891
MNC5691912	Contig4893
MNC5691913	Contig4894
MNC5691914	Contig4895
MNC5691915	Contig4896
MNC5691916	Contig4897
MNC5691917	Contig4898
MNC5691918	Contig4899
MNC5691919	Contig4900
MNC5691920	Contig4901
MNC5691921	Contig4902
MNC5691922	Contig4903
MNC5691924	Contig4905
MNC5691925	Contig4906
MNC5691926	Contig4907
MNC5691928	Contig4909
MNC5691929	Contig4910
MNC5691930	Contig4911
MNC5691932	Contig4913
MNC5691935	Contig4916
MNC5691936	Contig4917
MNC5691937	Contig4918
MNC5691938	Contig4919
MNC5691940	Contig4921
MNC5691941	Contig4922
MNC5691942	Contig4923
MNC5691943	Contig4924
MNC5691944	Contig4925
MNC5691945	Contig4926
MNC5691946	Contig4927
MNC5691948	Contig4929
MNC5691949	Contig4930
MNC5691950	Contig4931
MNC5691953	Contig4934
MNC5691955	Contig4936
MNC5691956	Contig4937
MNC5691957	Contig4938
MNC5691958	Contig4939
MNC5691959	Contig4940
MNC5691960	Contig4941
MNC5691962	Contig4943
MNC5691964	Contig4945
MNC5691965	Contig4946
MNC5691966	Contig4947
MNC5691967	Contig4948
MNC5691968	Contig4949
MNC5691969	Contig4950
MNC5691971	Contig4952
MNC5691972	Contig4953
MNC5691974	Contig4955
MNC5691975	Contig4956
MNC5691979	Contig4960
MNC5691980	Contig4961
MNC5691982	Contig4963
MNC5691983	Contig4964
MNC5691984	Contig4965
MNC5691985	Contig4966
MNC5691985	Contig4966
MNC5691986	Contig4967
MNC5691988	Contig4969
MNC5691990	Contig4971
MNC5691990	Contig4971
MNC5691992	Contig4973
MNC5691994	Contig4975
MNC5691995	Contig4976
MNC5691996	Contig4977
MNC5691997	Contig4978
MNC5692000	Contig4981
MNC5692001	Contig4982
MNC5692002	Contig4983
MNC5692004	Contig4985
MNC5692004	Contig4985
MNC5692007	Contig4988
MNC5692008	Contig4989
MNC5692009	Contig4990
MNC5692009	Contig4990
MNC5692010	Contig4991
MNC5692011	Contig4992
MNC5692012	Contig4993
MNC5692013	Contig4994
MNC5692014	Contig4995
MNC5692018	Contig4999
MNC5692019	Contig5000
MNC5692020	Contig5001
MNC5692021	Contig5002
MNC5692023	Contig5004
MNC5692024	Contig5005
MNC5692026	Contig5007
MNC5692027	Contig5008
MNC5692029	Contig5010
MNC5692031	Contig5012
MNC5692032	Contig5013
MNC5692034	Contig5015
MNC5692036	Contig5017
MNC5692037	Contig5018
MNC5692038	Contig5019
MNC5692039	Contig5020
MNC5692040	Contig5021
MNC5692043	Contig5024
MNC5692044	Contig5025
MNC5692045	Contig5026
MNC5692046	Contig5027
MNC5692048	Contig5029
MNC5692049	Contig5030
MNC5692051	Contig5032
MNC5692053	Contig5034
MNC5692054	Contig5035
MNC5692056	Contig5037
MNC5692057	Contig5038
MNC5692057	Contig5038
MNC5692058	Contig5039
MNC5692059	Contig5040
MNC5692060	Contig5041
MNC5692061	Contig5042
MNC5692061	Contig5042
MNC5692063	Contig5044
MNC5692064	Contig5045
MNC5692065	Contig5046
MNC5692066	Contig5047
MNC5692067	Contig5048
MNC5692068	Contig5049
MNC5692068	Contig5049
MNC5692069	Contig5050
MNC5692071	Contig5052
MNC5692072	Contig5053
MNC5692073	Contig5054
MNC5692075	Contig5056
MNC5692076	Contig5057
MNC5692078	Contig5059
MNC5692079	Contig5060
MNC5692080	Contig5061
MNC5692082	Contig5063
MNC5692083	Contig5064
MNC5692084	Contig5065
MNC5692085	Contig5066
MNC5692086	Contig5067
MNC5692087	Contig5068
MNC5692087	Contig5068
MNC5692088	Contig5069
MNC5692092	Contig5073
MNC5692094	Contig5075
MNC5692096	Contig5077
MNC5692097	Contig5078
MNC5692098	Contig5079
MNC5692100	Contig5081
MNC5692101	Contig5082
MNC5692102	Contig5083
MNC5692103	Contig5084
MNC5692106	Contig5087
MNC5692107	Contig5088
MNC5692107	Contig5088
MNC5692109	Contig5090
MNC5692110	Contig5091
MNC5692111	Contig5092
MNC5692113	Contig5094
MNC5692114	Contig5095
MNC5692115	Contig5096
MNC5692117	Contig5098
MNC5692117	Contig5098
MNC5692118	Contig5099
MNC5692118	Contig5099
MNC5692119	Contig5100
MNC5692120	Contig5101
MNC5692124	Contig5105
MNC5692126	Contig5107
MNC5692127	Contig5108
MNC5692129	Contig5110
MNC5692130	Contig5111
MNC5692132	Contig5113
MNC5692134	Contig5115
MNC5692135	Contig5116
MNC5692136	Contig5117
MNC5692137	Contig5118
MNC5692139	Contig5120
MNC5692141	Contig5122
MNC5692143	Contig5124
MNC5692144	Contig5125
MNC5692147	Contig5128
MNC5692148	Contig5129
MNC5692149	Contig5130
MNC5692150	Contig5131
MNC5692156	Contig5137
MNC5692162	Contig5143
MNC5692163	Contig5144
MNC5692164	Contig5145
MNC5692164	Contig5145
MNC5692165	Contig5146
MNC5692167	Contig5148
MNC5692168	Contig5149
MNC5692169	Contig5150
MNC5692171	Contig5152
MNC5692172	Contig5153
MNC5692173	Contig5154
MNC5692174	Contig5155
MNC5692178	Contig5159
MNC5692181	Contig5162
MNC5692182	Contig5163
MNC5692182	Contig5163
MNC5692184	Contig5165
MNC5692185	Contig5166
MNC5692186	Contig5167
MNC5692187	Contig5168
MNC5692187	Contig5168
MNC5692189	Contig5170
MNC5692190	Contig5171
MNC5692192	Contig5173
MNC5692192	Contig5173
MNC5692193	Contig5174
MNC5692194	Contig5175
MNC5692195	Contig5176
MNC5692196	Contig5177
MNC5692197	Contig5178
MNC5692197	Contig5178
MNC5692198	Contig5179
MNC5692200	Contig5181
MNC5692201	Contig5182
MNC5692203	Contig5184
MNC5692205	Contig5186
MNC5692206	Contig5187
MNC5692208	Contig5189
MNC5692210	Contig5191
MNC5692210	Contig5191
MNC5692211	Contig5192
MNC5692212	Contig5193
MNC5692214	Contig5195
MNC5692215	Contig5196
MNC5692216	Contig5197
MNC5692219	Contig5200
MNC5692220	Contig5201
MNC5692221	Contig5202
MNC5692222	Contig5203
MNC5692223	Contig5204
MNC5692224	Contig5205
MNC5692225	Contig5206
MNC5692226	Contig5207
MNC5692230	Contig5211
MNC5692232	Contig5213
MNC5692237	Contig5218
MNC5692239	Contig5220
MNC5692240	Contig5221
MNC5692241	Contig5222
MNC5692242	Contig5223
MNC5692243	Contig5224
MNC5692244	Contig5225
MNC5692245	Contig5226
MNC5692246	Contig5227
MNC5692247	Contig5228
MNC5692248	Contig5229
MNC5692249	Contig5230
MNC5692250	Contig5231
MNC5692251	Contig5232
MNC5692252	Contig5233
MNC5692253	Contig5234
MNC5692254	Contig5235
MNC5692254	Contig5235
MNC5692255	Contig5236
MNC5692256	Contig5237
MNC5692258	Contig5239
MNC5692261	Contig5242
MNC5692262	Contig5243
MNC5692263	Contig5244
MNC5692265	Contig5246
MNC5692266	Contig5247
MNC5692267	Contig5248
MNC5692268	Contig5249
MNC5692271	Contig5252
MNC5692272	Contig5253
MNC5692273	Contig5254
MNC5692275	Contig5256
MNC5692277	Contig5258
MNC5692279	Contig5260
MNC5692281	Contig5262
MNC5692282	Contig5263
MNC5692283	Contig5264
MNC5692283	Contig5264
MNC5692284	Contig5265
MNC5692285	Contig5266
MNC5692285	Contig5266
MNC5692286	Contig5267
MNC5692287	Contig5268
MNC5692288	Contig5269
MNC5692290	Contig5271
MNC5692291	Contig5272
MNC5692292	Contig5273
MNC5692293	Contig5274
MNC5692294	Contig5275
MNC5692295	Contig5276
MNC5692296	Contig5277
MNC5692298	Contig5279
MNC5692299	Contig5280
MNC5692305	Contig5286
MNC5692306	Contig5287
MNC5692307	Contig5288
MNC5692308	Contig5289
MNC5692308	Contig5289
MNC5692309	Contig5290
MNC5692310	Contig5291
MNC5692311	Contig5292
MNC5692312	Contig5293
MNC5692313	Contig5294
MNC5692318	Contig5299
MNC5692318	Contig5299
MNC5692319	Contig5300
MNC5692321	Contig5302
MNC5692322	Contig5303
MNC5692323	Contig5304
MNC5692325	Contig5306
MNC5692326	Contig5307
MNC5692331	Contig5312
MNC5692333	Contig5314
MNC5692334	Contig5315
MNC5692335	Contig5316
MNC5692336	Contig5317
MNC5692337	Contig5318
MNC5692339	Contig5320
MNC5692341	Contig5322
MNC5692342	Contig5323
MNC5692345	Contig5326
MNC5692347	Contig5328
MNC5692348	Contig5329
MNC5692352	Contig5333
MNC5692355	Contig5336
MNC5692358	Contig5339
MNC5692358	Contig5339
MNC5692360	Contig5341
MNC5692362	Contig5343
MNC5692363	Contig5344
MNC5692365	Contig5346
MNC5692366	Contig5347
MNC5692367	Contig5348
MNC5692368	Contig5349
MNC5692372	Contig5353
MNC5692373	Contig5354
MNC5692374	Contig5355
MNC5692376	Contig5357
MNC5692377	Contig5358
MNC5692379	Contig5360
MNC5692380	Contig5361
MNC5692381	Contig5362
MNC5692381	Contig5362
MNC5692382	Contig5363
MNC5692383	Contig5364
MNC5692384	Contig5365
MNC5692387	Contig5368
MNC5692388	Contig5369
MNC5692389	Contig5370
MNC5692391	Contig5372
MNC5692392	Contig5373
MNC5692395	Contig5376
MNC5692396	Contig5377
MNC5692397	Contig5378
MNC5692398	Contig5379
MNC5692401	Contig5382
MNC5692402	Contig5383
MNC5692403	Contig5384
MNC5692404	Contig5385
MNC5692405	Contig5386
MNC5692406	Contig5387
MNC5692407	Contig5388
MNC5692408	Contig5389
MNC5692410	Contig5391
MNC5692411	Contig5392
MNC5692413	Contig5394
MNC5692414	Contig5395
MNC5692415	Contig5396
MNC5692419	Contig5400
MNC5692420	Contig5401
MNC5692422	Contig5403
MNC5692423	Contig5404
MNC5692425	Contig5406
MNC5692426	Contig5407
MNC5692426	Contig5407
MNC5692427	Contig5408
MNC5692427	Contig5408
MNC5692428	Contig5409
MNC5692431	Contig5412
MNC5692433	Contig5414
MNC5692434	Contig5415
MNC5692434	Contig5415
MNC5692435	Contig5416
MNC5692435	Contig5416
MNC5692436	Contig5417
MNC5692438	Contig5419
MNC5692443	Contig5424
MNC5692445	Contig5426
MNC5692446	Contig5427
MNC5692447	Contig5428
MNC5692448	Contig5429
MNC5692452	Contig5433
MNC5692453	Contig5434
MNC5692453	Contig5434
MNC5692454	Contig5435
MNC5692455	Contig5436
MNC5692456	Contig5437
MNC5692457	Contig5438
MNC5692458	Contig5439
MNC5692459	Contig5440
MNC5692460	Contig5441
MNC5692460	Contig5441
MNC5692461	Contig5442
MNC5692462	Contig5443
MNC5692463	Contig5444
MNC5692467	Contig5448
MNC5692468	Contig5449
MNC5692471	Contig5452
MNC5692472	Contig5453
MNC5692474	Contig5455
MNC5692475	Contig5456
MNC5692479	Contig5460
MNC5692480	Contig5461
MNC5692482	Contig5463
MNC5692482	Contig5463
MNC5692483	Contig5464
MNC5692484	Contig5465
MNC5692484	Contig5465
MNC5692486	Contig5467
MNC5692487	Contig5468
MNC5692488	Contig5469
MNC5692488	Contig5469
MNC5692489	Contig5470
MNC5692490	Contig5471
MNC5692492	Contig5473
MNC5692495	Contig5476
MNC5692496	Contig5477
MNC5692498	Contig5479
MNC5692499	Contig5480
MNC5692500	Contig5481
MNC5692501	Contig5482
MNC5692502	Contig5483
MNC5692503	Contig5484
MNC5692504	Contig5485
MNC5692505	Contig5486
MNC5692507	Contig5488
MNC5692508	Contig5489
MNC5692510	Contig5491
MNC5692511	Contig5492
MNC5692512	Contig5493
MNC5692513	Contig5494
MNC5692514	Contig5495
MNC5692517	Contig5498
MNC5692517	Contig5498
MNC5692518	Contig5499
MNC5692518	Contig5499
MNC5692519	Contig5500
MNC5692520	Contig5501
MNC5692521	Contig5502
MNC5692522	Contig5503
MNC5692523	Contig5504
MNC5692523	Contig5504
MNC5692524	Contig5505
MNC5692525	Contig5506
MNC5692526	Contig5507
MNC5692526	Contig5507
MNC5692527	Contig5508
MNC5692529	Contig5510
MNC5692530	Contig5511
MNC5692531	Contig5512
MNC5692535	Contig5516
MNC5692536	Contig5517
MNC5692538	Contig5519
MNC5692541	Contig5522
MNC5692542	Contig5523
MNC5692543	Contig5524
MNC5692545	Contig5526
MNC5692547	Contig5528
MNC5692547	Contig5528
MNC5692548	Contig5529
MNC5692549	Contig5530
MNC5692550	Contig5531
MNC5692551	Contig5532
MNC5692552	Contig5533
MNC5692553	Contig5534
MNC5692553	Contig5534
MNC5692555	Contig5536
MNC5692556	Contig5537
MNC5692559	Contig5540
MNC5692560	Contig5541
MNC5692561	Contig5542
MNC5692562	Contig5543
MNC5692562	Contig5543
MNC5692563	Contig5544
MNC5692567	Contig5548
MNC5692568	Contig5549
MNC5692568	Contig5549
MNC5692569	Contig5550
MNC5692570	Contig5551
MNC5692574	Contig5555
MNC5692575	Contig5556
MNC5692576	Contig5557
MNC5692577	Contig5558
MNC5692578	Contig5559
MNC5692581	Contig5562
MNC5692582	Contig5563
MNC5692583	Contig5564
MNC5692584	Contig5565
MNC5692585	Contig5566
MNC5692586	Contig5567
MNC5692587	Contig5568
MNC5692587	Contig5568
MNC5692589	Contig5570
MNC5692590	Contig5571
MNC5692592	Contig5573
MNC5692592	Contig5573
MNC5692593	Contig5574
MNC5692595	Contig5576
MNC5692596	Contig5577
MNC5692596	Contig5577
MNC5692597	Contig5578
MNC5692597	Contig5578
MNC5692598	Contig5579
MNC5692599	Contig5580
MNC5692602	Contig5583
MNC5692604	Contig5585
MNC5692605	Contig5586
MNC5692607	Contig5588
MNC5692608	Contig5589
MNC5692608	Contig5589
MNC5692609	Contig5590
MNC5692610	Contig5591
MNC5692612	Contig5593
MNC5692613	Contig5594
MNC5692614	Contig5595
MNC5692616	Contig5597
MNC5692617	Contig5598
MNC5692618	Contig5599
MNC5692622	Contig5603
MNC5692623	Contig5604
MNC5692624	Contig5605
MNC5692625	Contig5606
MNC5692626	Contig5607
MNC5692627	Contig5608
MNC5692628	Contig5609
MNC5692629	Contig5610
MNC5692631	Contig5612
MNC5692632	Contig5613
MNC5692632	Contig5613
MNC5692634	Contig5615
MNC5692636	Contig5617
MNC5692638	Contig5619
MNC5692640	Contig5621
MNC5692641	Contig5622
MNC5692642	Contig5623
MNC5692643	Contig5624
MNC5692644	Contig5625
MNC5692645	Contig5626
MNC5692645	Contig5626
MNC5692647	Contig5628
MNC5692648	Contig5629
MNC5692649	Contig5630
MNC5692650	Contig5631
MNC5692651	Contig5632
MNC5692653	Contig5634
MNC5692655	Contig5636
MNC5692657	Contig5638
MNC5692659	Contig5640
MNC5692660	Contig5641
MNC5692661	Contig5642
MNC5692662	Contig5643
MNC5692663	Contig5644
MNC5692664	Contig5645
MNC5692666	Contig5647
MNC5692670	Contig5651
MNC5692671	Contig5652
MNC5692672	Contig5653
MNC5692673	Contig5654
MNC5692673	Contig5654
MNC5692674	Contig5655
MNC5692675	Contig5656
MNC5692676	Contig5657
MNC5692677	Contig5658
MNC5692678	Contig5659
MNC5692681	Contig5662
MNC5692681	Contig5662
MNC5692684	Contig5665
MNC5692685	Contig5666
MNC5692686	Contig5667
MNC5692687	Contig5668
MNC5692687	Contig5668
MNC5692690	Contig5671
MNC5692690	Contig5671
MNC5692691	Contig5672
MNC5692692	Contig5673
MNC5692693	Contig5674
MNC5692695	Contig5676
MNC5692696	Contig5677
MNC5692697	Contig5678
MNC5692698	Contig5679
MNC5692699	Contig5680
MNC5692701	Contig5682
MNC5692702	Contig5683
MNC5692703	Contig5684
MNC5692704	Contig5685
MNC5692705	Contig5686
MNC5692706	Contig5687
MNC5692707	Contig5688
MNC5692708	Contig5689
MNC5692709	Contig5690
MNC5692710	Contig5691
MNC5692712	Contig5693
MNC5692714	Contig5695
MNC5692715	Contig5696
MNC5692716	Contig5697
MNC5692717	Contig5698
MNC5692718	Contig5699
MNC5692719	Contig5700
MNC5692720	Contig5701
MNC5692721	Contig5702
MNC5692724	Contig5705
MNC5692725	Contig5706
MNC5692725	Contig5706
MNC5692727	Contig5708
MNC5692728	Contig5709
MNC5692728	Contig5709
MNC5692729	Contig5710
MNC5692731	Contig5712
MNC5692732	Contig5713
MNC5692733	Contig5714
MNC5692734	Contig5715
MNC5692735	Contig5716
MNC5692738	Contig5719
MNC5692739	Contig5720
MNC5692740	Contig5721
MNC5692741	Contig5722
MNC5692742	Contig5723
MNC5692745	Contig5726
MNC5692747	Contig5728
MNC5692749	Contig5730
MNC5692750	Contig5731
MNC5692751	Contig5732
MNC5692752	Contig5733
MNC5692753	Contig5734
MNC5692753	Contig5734
MNC5692755	Contig5736
MNC5692760	Contig5741
MNC5692761	Contig5742
MNC5692762	Contig5743
MNC5692763	Contig5744
MNC5692764	Contig5745
MNC5692765	Contig5746
MNC5692766	Contig5747
MNC5692766	Contig5747
MNC5692768	Contig5749
MNC5692771	Contig5752
MNC5692772	Contig5753
MNC5692773	Contig5754
MNC5692774	Contig5755
MNC5692775	Contig5756
MNC5692776	Contig5757
MNC5692777	Contig5758
MNC5692778	Contig5759
MNC5692780	Contig5761
MNC5692781	Contig5762
MNC5692782	Contig5763
MNC5692783	Contig5764
MNC5692784	Contig5765
MNC5692785	Contig5766
MNC5692787	Contig5768
MNC5692789	Contig5770
MNC5692790	Contig5771
MNC5692793	Contig5774
MNC5692795	Contig5776
MNC5692796	Contig5777
MNC5692796	Contig5777
MNC5692797	Contig5778
MNC5692800	Contig5781
MNC5692801	Contig5782
MNC5692803	Contig5784
MNC5692804	Contig5785
MNC5692805	Contig5786
MNC5692806	Contig5787
MNC5692807	Contig5788
MNC5692808	Contig5789
MNC5692810	Contig5791
MNC5692811	Contig5792
MNC5692812	Contig5793
MNC5692813	Contig5794
MNC5692813	Contig5794
MNC5692814	Contig5795
MNC5692815	Contig5796
MNC5692816	Contig5797
MNC5692817	Contig5798
MNC5692818	Contig5799
MNC5692819	Contig5800
MNC5692820	Contig5801
MNC5692822	Contig5803
MNC5692823	Contig5804
MNC5692825	Contig5806
MNC5692826	Contig5807
MNC5692828	Contig5809
MNC5692829	Contig5810
MNC5692830	Contig5811
