"GA013-001"	"GA013-002"	"GA013-003"	"GA013-005"	"GA013-006"	"GA013-007"	"GA013-008"	"GA013-009"	"GA013-011"	"GA013-012"
"MNC5693414"	0.166628075948440	-0.145467436843372	-0.319384045802941	0.159151872735246	0.101342847304595	0.072315782492539	-0.0660850305075941	0.0611884495015387	0.0885172080293865	-0.661086823759111
"MNC5703251"	0.0253858467141899	-0.166546348137345	-0.183618207460644	-0.0029516986289318	-0.00421918528017456	0.157454782966444	0.164819737160381	-0.141718790603091	0.0577963767252314	-0.120573305539723
"MNC5694990"	-0.148003635922787	-0.28894073412898	-0.358641512843486	0.0940946109195602	-0.132664632001479	-0.0590855433564642	-0.167168567574916	-0.150980630242656	0.00115017113725204	-0.361234969410965
"MNC5703429"	-0.106062401338715	0.162166998497756	-0.216313933119449	0.272823491069368	-0.207420472799438	0.217700957042206	0.168494094772877	-0.146248983558437	0.100214255303683	-0.132770637155459
"MNC5690436"	0.0215851754886496	-0.0508347185694929	0.15806161606437	-0.359481745496564	0.233137208830440	-0.274971084605535	0.109950583335179	-0.192373282914420	-0.160871292453503	-0.0141608150980921
"MNC5701986"	0.0310243949363857	-0.203555461540375	-0.330624502312609	-0.0645813743452637	-0.0812701157480378	-0.0844095706289928	-0.08315229314785	-0.149340138349084	-0.14617917467639	-0.434070518655442
"MNC5689612"	0.0367611857429466	0.23449887311713	0.0725781798169256	0.188885011066332	-0.0367338434090516	0.175461416823874	0.0462981993614924	0.143978338634583	-0.0365221357134743	0.0490169922442623
"MNC5696254"	0.292576424420187	-0.180461509150545	-0.0607764181545363	-0.258486547865979	-0.0210338839987254	0.0241224590885796	0.265710674618101	-0.179527052332229	-0.210778063016489	-0.0159285096516671
"MNC5695861"	0.0927717867052255	0.201688645053075	0.104889548138098	-0.148728799060006	-0.350138560495773	-0.314821781381294	0.0604227864648277	0.051755610484527	-0.121936861681891	0.0582613851702351
"MNC5703141"	-0.00548573006049356	-0.178807201972832	0.0360966826456443	-0.242102892844717	0.101423414275064	-0.57924862807005	-0.054028447773328	0.0880565045249	0.0193569764253841	-0.095681431126311
"MNC5633383"	0.0882532554353574	0.108112836352910	0.177487969978617	0.0756288539052436	-0.00404646795844004	0.0565677414705424	-0.0320366491709705	0.105606114736411	-0.247361174898078	0.0166868084528770
"MNC5697193"	-0.071281689288504	-0.0448110790052323	0.140847697609326	-0.0750271923538965	-0.0394693260378479	-0.0890824918722827	0.043228666520025	-0.089943798750285	-0.0239765166773049	0.371788432401972
"MNC5694081"	-0.0865930518613875	-0.0627265090061524	-0.38932961399065	-0.125430203542941	-0.294213482711636	0.145613559213037	-0.140704711282755	-0.125686848821056	-0.101537092425747	-0.291253635264216
"MNC5691874"	0.442602924826909	0.254874939149188	-0.04783744764846	0.0149184892388337	-0.282353377751057	0.110081302327841	-0.213456556019837	0.225430749897852	-0.191057295721464	0.156097734627166
"MNC5693930"	-0.105872084581168	0.0224333190563064	-0.204157122838672	-0.0994386105988073	-0.464813018008831	-0.276719145523745	-0.222623076026867	-0.131063213901502	-0.295890202689858	-0.130649129239357
"MNC5698968"	0.196480053197139	0.173371499371652	0.0844253694167077	0.0673916250959934	-0.0217397831672574	0.0402189202008029	-0.210647346522056	0.177561901619335	-0.294839805761511	0.0939738628789213
"MNC5700678"	-0.211501718606528	-0.569172734195601	-0.503644551522466	-0.610355977996439	-0.532647045756151	-0.322796219675335	-0.232963667395821	0.112189229073888	0.121869012133164	-0.407849311766486
"MNC5692752"	0.215215947104581	0.260190444353925	0.0303149910354747	-0.43388071988245	-0.119467491768835	0.0746271288226559	-0.234023041643194	0.114681597933008	-0.0674695638725824	0.00787952747090663
"MNC5700589"	0.148299517726412	-0.104093629266561	-0.0716425766392375	-0.0592777859209399	-0.147223506425361	0.0977315200759862	-0.0676759786704115	0.224853561829668	-0.198440213015378	0.288640828589851
"MNC5690330"	-0.252893065905073	-0.227969742670152	0.0546007112932225	-0.123781021893004	-0.22887265866774	-0.0388379685428038	0.166661009792377	-0.0382431777350648	-0.178038768014222	0.109445143588767
"MNC5689907"	0.123726304741546	0.191514855093771	0.0954171501370957	-0.0596808008234723	-0.0932839499869147	0.231133688189594	-0.060130701982542	0.0773756522122802	-0.286586714208624	-0.00174740068794291
"MNC5690539"	-0.0755701491234834	-0.232231865693302	-0.220190695113852	-0.0533918745417508	-0.177363357430531	-0.303408334575826	-0.21199654074018	-0.122597043671766	-0.134738525612968	-0.539981973773698
"MNC5698881"	0.194229293038044	-0.0911335009153467	-0.197484484974216	0.073519932192897	0.244089132590584	0.187190220720465	-0.211294896683802	0.0186112574501368	0.00395544234916275	-0.0206630375194708
"MNC5688275"	-0.377924116817863	-0.126728914903661	-0.289996553435001	0.201551291434302	-0.155612387796451	-0.175266529542299	-0.165353713775316	-0.193127257012936	-0.0119079438302927	-0.29847726596644
"MNC5701612"	-0.196787733426024	0.20718316367328	-0.042418913190305	-0.0836792783415785	-0.153976387039088	-0.0839029736431067	-0.184123732317445	-0.0558968269894934	-0.178738814762022	-0.137189884157188
"MNC5699224"	0.106973017297135	0.147770244103457	0.150011470267399	0.0132589153841747	0.119038742648811	0.117357740841551	-0.175636120276299	0.339365155400890	-0.250953528300562	0.100872708117929
"MNC5701179"	0.177031846820777	0.0210230517107838	-0.0107917615630388	0.0624869309440229	0.154501668655446	-0.030397829901943	-0.0980505890233661	0.104494011514598	-0.0497277154583751	-0.088495979165586
"MNC5693574"	-0.129110548414942	0.00192338808819830	-0.246455122616472	0.231856457228795	0.0512084599571627	-0.0883269208726761	-0.015670733385049	-0.278448229412495	0.0079961331405214	-0.062927841486111
"MNC5692088"	0.0426485862475219	-0.171723230981464	-0.170883612369858	0.125454821486686	0.377470534594093	0.563938344335368	-0.0662019492059536	-0.0988174779532036	0.287136701784546	0.0238874971075511
"MNC5691792"	-0.0626880945499002	-0.291346509729720	-0.139479518468790	0.0749823408145895	-0.00517007238619535	0.0235508878197494	0.113003169402639	-0.0755694178001963	0.00917836673715111	-0.130477745802252
"MNC5700224"	-0.106488052227675	-0.303630217653927	-0.211429784422386	-0.428725778029367	-0.320854694449289	-0.0919384163859052	-0.217781895645479	-0.209446243453779	-0.245009245181644	-0.0962015437693306
"MNC5699888"	-0.160304158279478	0.161522034939202	0.310987919022058	0.0911902359057606	0.232329979312339	0.0414146796339379	0.210573749582032	-0.0890845448991063	0.240053471380261	0.330456346226711
"MNC5688612"	-0.198732034832668	0.0603117870317777	-0.123416715681697	0.234025984628839	-0.0396505221798346	-0.282948489526632	-0.073649803945269	-0.251315829088622	-0.224180819830909	-0.133389677298353
"MNC5692348"	-0.172189971019853	0.0544806239044552	0.378637183542919	-0.0255315624724287	0.192562205006504	-0.125224348624022	0.299431212984635	-0.187380946124434	0.178085400394157	0.41967318200377
"MNC5691373"	0.0880211473517915	0.0538734921742829	-0.0247760976899276	0.282669533031267	0.211141814867361	0.364187277658097	-0.138354505391506	0.108929316596762	-0.0574042620102654	0.0634607926104575
"MNC5697488"	-0.0692142208809986	-0.0211220244344546	0.357795399023999	-0.162928013991580	-0.0327848307246627	-0.342202836395094	0.312436912846525	-0.127683782139180	0.228450327363922	0.376529046939624
"MNC5700572"	-0.310687326415787	-0.222658874631419	-0.58333430129808	0.079096913470636	-0.231710698367845	0.0492628722844414	-0.202670827924026	-0.207502926126889	0.0232008059938216	-0.375052277727919
"MNC5689727"	0.0540434500050997	0.320170949317342	0.122737489696438	-0.299860521780397	-0.0711613297286154	0.0470288906150693	0.0268911782887818	0.0458644304271763	-0.10817196249138	0.265452707080121
"MNC5697774"	-0.185142201825097	-0.0166542262760746	0.0213805902083662	0.0686521944332124	-0.0205261167581439	-0.0901318393634575	0.145151916899737	-0.281439954718915	0.0443499233463145	0.0788387928477543
"MNC5688682"	0.0167721983868923	-0.416144291489643	-0.116264990795087	-0.182637382116322	0.164477632299756	0.300406693716622	0.0152151854547276	-0.171176978419589	0.131339878864258	-0.116546001854203
"MNC5698871"	0.466052485352715	0.207849608202104	-0.0272725776990272	-0.195035441350221	-0.294827482573101	0.241821240894573	-0.108758520389518	0.234167759889371	-0.117885197632635	0.000713794156833238
"MNC5699489"	-0.0728157712364756	0.233438695554418	0.107389572518739	0.236946230298269	0.000340519431387947	0.128917925502118	0.00523836224820091	-0.0487575249275728	0.0840113517771551	0.181916054841605
"MNC5700314"	0.284586151495813	0.0863128911978069	0.212322123222370	-0.0383631298871089	0.0327972490792408	0.338736170117403	0.0912692273150754	-0.0318211966238227	-0.660470540848833	0.194062630424751
"MNC5697078"	-0.146011231187994	0.413036358232038	0.555362635048103	0.136119461759801	0.370323032928714	-0.175547531674294	0.377564301739567	-0.0420814815917077	0.368568935366280	0.287665300849429
"MNC5690068"	-0.182661188231209	-0.153367997802144	0.405745076447654	-0.411860456154372	0.195110783589982	-0.148538015301483	0.197140921452862	-0.0937996567822802	0.267168173345519	0.418674720825346
"MNC5697065"	0.200650360369912	-0.322472029701826	-0.119123911608194	-0.00254167575048332	0.0552677773139564	0.0126061532512277	0.184056951546034	-0.115496413935683	0.0669074287888156	-0.109577195568741
"MNC5633433"	-0.0220488775872748	0.0803397959473272	-0.0113506088763747	0.175582171101814	0.39086792781567	-0.00096004809538278	-0.0219271017308655	-0.00671041522757655	0.143442472517212	-0.128800716751144
"MNC5700065"	-0.0707939095904623	-0.372973075829999	-0.630964538459531	-0.138148291013022	-0.325868926650774	-0.187071993131745	-0.219291034778685	0.0639188249144363	-0.101757871758701	-0.664852230398843
"MNC5692397"	0.450549922538171	0.458174699654313	0.336148861144006	0.318936095760656	-0.00575661482292242	-0.192705100520175	0.635951943962996	0.348513084958825	0.622160574186356	0.400516270201034
"MNC5689490"	-0.226810788081478	0.0740159111184252	-0.0250220874496046	-0.0514985602315396	-0.0699010253759626	-0.197616736392409	-0.186145777645526	-0.206231709485708	-0.121799151141694	-0.262945814631864
"MNC5694125"	-0.0768495834793812	-0.210424503503283	-0.207876785670882	0.0206323865812577	0.0509858149450904	0.0848549678730739	-0.0563030822698822	0.0750905557896653	0.141603209023694	-0.454245313110506
"MNC5701727"	0.129065183956654	0.0242321390617615	0.0444336826730358	-0.0924047309133547	-0.0102497441169443	-0.0406778128740317	-0.00540740667270094	-0.0402254376034969	-0.201004171165260	0.181917965292723
"MNC5699079"	-0.0613485574676958	-0.55281067984873	-0.494890746492851	-0.139939818675124	-0.118009314829579	-0.0233467447299863	0.0248289793618951	-0.0416122297008847	0.080124821726472	-0.478188589918226
"MNC5699815"	0.16264277010463	-0.212301672952989	0.0569850536046967	0.154897276425854	0.092855204220263	0.167641793129132	0.0648966538021352	0.203885351674151	-0.165834920739154	0.00560932461045118
"MNC5688896"	0.0831946378162856	0.230871221285714	0.176008960361373	0.0314172060030483	-0.0269199392492830	0.0732798809625698	0.272462145826247	-0.0321244754470822	0.0238220191021268	0.383819158989929
"MNC5703422"	-0.0531750943348568	-0.0493473138612078	0.114605199630858	-0.29995681640565	0.140913890506348	-0.0302605377990259	0.308322196889124	-0.115023634866034	0.197374675725554	0.481959210775608
"MNC5693494"	-0.218439615699838	0.161159083484477	0.174835849876687	-0.288619744014505	-0.256980514014008	-0.064420072359592	-0.0219189091858016	0.0113707948757514	-0.0906601469360207	0.0414225779834799
"MNC5690870"	-0.0907907108533431	0.00141365810607169	-0.0813197941036155	0.143356551407174	-0.035894048832124	0.202369348821527	-0.0780421732031013	0.140958636456988	0.0445029173015661	0.0606399603427902
"MNC5689495"	0.179277638295995	0.00451435081121898	0.185838208626307	-0.0342460062997507	0.0959962455045464	0.276436729068451	-0.0694722598919957	0.160140721619583	-0.0799313812139184	0.146356225721022
"MNC5699729"	-0.281749640867178	0.281551469152309	0.152584292194609	0.196781896934831	-0.0176373741585365	-0.096289827894694	0.258015368783021	-0.226813252378987	-0.0254305353504263	0.213659779309033
